Unnamed: 0,tweet,InSet
913.0,aku wedi vaksin emang wedi suntik blok ra mergo teori konspirasi,
914.0,yak abis vaksin kasus tambah naik,
915.0,kementerian atrbpn siap vaksin,
916.0,alhamdulillah bukan kitten ku nakal anjir sekarang wes sehat kurang vaksin tok alhamdulillah,
917.0,ngopo yik sahabatmu vaksin sek,
918.0,sengaja sbnrnya abas tahu gak msk kriteria terima vaksin kan emang kmrn dah terpapar covid mau pencitraan diri biar trlht berani,
919.0,vaksin langsung nongkrong berikut tanggapan ucok baba terkait raffi ahmad,
920.0,kamu dpt jatah vaksin gratis ga,
921.0,perasaan vaksin emg suka kumpul rame sher,
922.0,vaksin opo,
923.0,rame vaksin lah aku mah cuman sibuk kerja sepedaan ama ngegame dasar aku,
924.0,info vaksin seng model obat gerusan,
925.0,menolak vaksin yahudi,
926.0,bangga vaksin bangga jadi anak pki yh bund,
927.0,nyuntik vaksin pak jokowi,
928.0,se enggaknya raffi ahmad vaksin ibu se indonesia mau vaksin,
929.0,mau vaksin monggo mau nolak monggo segala resiko mu mau servis leptop jasa live streaming bikin lanyart apa bikin jersey bola volly game apa monggo langsung dm aja,
930.0,yg nolak vaksin sinovac kayak punya duit aja beli merk vaksin wqwq,
931.0,gw mau dong vaksin,
932.0,mencapai tujuan indonesia bebas covid perlu masyarakat yg vaksin membentuk kekebalan komunitas melihat efektivitas vaksin tersebut,
933.0,yaiyalah nolak la wong vaksin sinovac umur tahun mah dah tahun keatas wkwk,
934.0,kalo vaksin yg gratis ngpa swab ngga yg gratis kan lebih mencegah dri mengobati,
935.0,nonton live streaming pak presiden suntik vaksin aku malah deg degan sampe nangis gak tau,
936.0,tp katanya who mensyaratkan efikasi minimal vaksin cm angka,
937.0,pak bapak disuntik vaksin hari jam brpa pak,
938.0,mana mana vaksin vaksin vaksin baca dengarnya kok duh bukan gimana gimananya masalahnya aku takut disuntik,
939.0,kira kira kamu mau vaksin,
940.0,trending vaksin kira kira mau enggak divaksin sinovac,
941.0,woopps pake vaksin sinofuck nya dong,
942.0,uji klinis dibandung selese bpom resmi menertbitkan izin edar vaksin sinovac semoga awal baik masa depan lebih baik,
943.0,yaa kalo uda vaksin kasian irongmu disogrok,
944.0,tanya drh nya aja lgsg aja nder drh nya yg mutusin vaksin apa diobatin dulu,
945.0,pendukung jokowi harusnya siap lebih vaksin sbg bentuk kepercayaan nya thd jkw,
946.0,portal news makin kacau nalar aneh aja logikanya korelasinya dmn antar vaksin dgn alat kelamin,
947.0,msntab pengen suntik vaksin guee,
948.0,puluhan ribu vaksin covid tiba semarang jawa tengah vaksin tersebut menunggu didistribusikan surakarta,
949.0,solo udah vaksin freen bismillah w coba kenyot dulu,
950.0,disitu udah vaksin,
951.0,bisnis surat keterangan pernah vaksin incoming,
952.0,yok ndang vaksin yok ben iso ndelok konser e behind the scene ng kroya,
953.0,happy new normal year nderek dedungo mugi gusti allah swt kerso ngangkat covid saking bumi kanthi wasilah vaksin saha ikhtiar ingkang sampurno mugi gusti allah swt paring kgm bpk ibu nikmat sehat klg sejahtera putra i sholeh hah manfangat fii diin waddunya wal akhiroh,
954.0,tahun baru jualan nanas muda vaksin covid lebih untung mana,
955.0,jadi vaksin gratis kaga sih,
956.0,hongaria slovekia italia langsung lakukan vaksin beberapa jam vaksin tiba endonesa tetep euforia kedatangan vaksin sejak desember lha njuk piye ngene ki,
957.0,ngeri kalo pakek vaksin,
958.0,bukankah sinofak ri nantinya jg beredar vaksin merk lainnya beli bayar sendiri tentunya mandiri tdk yg subsidi keberatankah gajiku umr budhe ku yg usianya diatas thn ku usahakan mandiri dg tenang damai,
959.0,bu ibu klo nganter vaksin cuma bawa tas fesyun ibunya aja heran aku kok ga,
960.0,skrg tiap mau vaksin nyiapin sgla mcem kek bawa lemari sampe gelas termos buat ngangetin asip dibawa pengalaman g bawa apa eh asipnya abis nyari laktasi jauh bgt trus muntah pas vaksin e ga bawa ganti baju rempong ses,
961.0,nah shanghai aja menolak vaksin buatan cina koq indonesia malah beli,
962.0,konyol klo gitu rakyat bersatu menolak vaksin yg jelas,
963.0,klo vaksin gak ragu udah fatwa halal semoga indonesia ganti yg,
964.0,pemerintah berupaya menyediakan vaksin covid seluruh masyarakat cuma cuma vaksin kaitannya keanggotaan bpjs pemerintah menunggu tahapan ilmiah bpom lalu segera menyelenggarakan vaksinasi massal,
965.0,disuntik vaksin covid malah jadi titan giman v,
966.0,mau vaksin kan artinya ngabisin stok pcr swab rapid biar ga rugi,
967.0,jujur sy gak percaya klo jokowi bener disuntik vaksin cina,
968.0,kalau wajib brti sanksi bila tdk mau melakukan vaksin gmn dok soalnya byk org yg anti vaksin,
969.0,adela is an admin now udah slese vaksin disuru jd panitia,
970.0,maemnya dryfood sama wetfood aja kak yg jelas steril vaksin obat cacing rutin faktor penting dlm proses glow up nya majikan,
971.0,langsung cek buku vaksin,
972.0,beritain vaksin dateng sekarang biar nga takut buat dateng tps besok guys,
973.0,wadidaw kimia farma bang efek uym sama vaksin keknya,
974.0,kaya mesen antrian buat beli vaksin teruji klinis miskin persiapan mesen kain kafan jaga jaga kalau tiba tiba kritis negara tutup mata ga perlu ngrepotin negara,
975.0,aku cinta vaksin,
976.0,vaksin langsung diditribusi dipake buat butuh kasus turun drastis hidup normal mantab,
977.0,yakin nih vaksin nya udah aman kasian nakes kalo dijadikan percobaan,
978.0,selamat datang vaksin njenengan aja divaksin ndak usah,
979.0,rutin obat cacing vaksin kok mas,
980.0,alhamdulillah akhirnya vaksin covid gratis dijepang,
981.0,uu lebih efektif vaksin,
982.0,semoga situasi segera normal rencana pemerintah memberikan vaksin covid waktu dekat terealisasi tahun depan menjadi tahun kebangkitan khususnya dunia pariwiata perhotelan harap grace cc,
983.0,vaksin covid terbukti investor kemudian mengambil uang merekeka gold market maupun forex menunggu vaksin keluarkan edar makanya harga emas turun,
984.0,wuhan selesai vaksin indonesia ngotot btw emang indonesia udah neliti virus sendiri ngikut who,
985.0,sinovac kan wkwkwk vaksin awal tahun mimpi belaka,
986.0,divaksin minim berat gr tp vaksin dikasih obat cacing minggu sebelumnya biar ps vaksin sehat,
987.0,rencananya bansos tahun depan semasif tahun fokus pemerintah sesuai instruksi presiden joko widodo pemulihan kegiatan ekonomi amp bagaimana mengadakan vaksin katanya cc,
988.0,propenyor harga vaksin ditentukan demand and suply gak baca fakta,
989.0,vaksin ampuh hempas corona for order dm,
990.0,konspirasi vaksin laku,
991.0,ka klo vaksin d puskeswan solo brapa,
992.0,buat vaksin kak,
993.0,ka maaf jbjb kalo vaksin d puskeswan solo brapa,
994.0,klo vaksin berapaan ka d puskeswan,
995.0,abis vaksin lemes mlungker terus nih anabul,
996.0,halo kak maaf mau tanya antri onlinenya lewat mana sama mau tanya kisaran harga vaksin kitten mandinya,
997.0,nangis setengah hari grgr vaksin tt pas pms ngeringik ngeringik kayak keponakan umur bln habis diimunisasi bgt,
998.0,vaksin china diandalkan,
999.0,emang dibikin kan biar vaksin isa laku,
1000.0,nganterik kucing dokter buat vaksin scabies semoga sembuh dehh,
1001.0,banyak banget orang anti vaksin al indo,
1002.0,akhirnya beratmu udah sampe kg vaksin,
1003.0,otaknya bosok tega jual vaksin palsu tega mencelakakan anak anak duit,
1004.0,badan intelejen bikin vaksin covid polisi minta dana buat pulihkan ekonomi negara main ngapain sih,
1005.0,si sayang udah vaksin,
1006.0,mungkin pd saatnya semua terpapar nakes tenaga kesehatan sangat wajar tiap hari berjibaku pasien sekarang mau menghindar cara apa disiplin dgn protokol kesehatan,
1007.0,vaksin corona dah ditemukan tp kok ga trending,
1008.0,valid berdoa sama sama semoga vaksin virus segera ketemu semua segera normal,
1009.0,sebenarnya berani beli baju dress busui all size bener bener gk pd pake baju potongan karna perut membuncit tp aku gk tahan beli rok siapa tau kepake pas vaksin baby w dasar aku,
1010.0,suntik vaksin covid,
1011.0,semoga punya vaksin sendiri bukan luar,
1012.0,presiden jokowi produksi vaksin corona sendiri impor target akhir tahun berita kompas tv juni wib,
1013.0,well virus belom kelar ga tau kelar kapan kalo belom vaksin anti virus obat jadi yok gpp mau keluar sih seriusan gpp jaga jarak bnyk yg suka lupa jaga jarak ga pake masker soalnya,
1014.0,mengandung vaksin microcip g pengendali umat manusia,
1015.0,the new normal sepertinya dunia termasuk pemerintah indonesia sedangan mempersiapkan skenario the new normal berdamai covid menyadari proses penemuan vaksin varian corona jenis,
1016.0,vaksin ae durung enek pasien e wes enek sing wkwkw emg sakjosse,
1017.0,kalau udh vaksin ngapain lockdown ae cengkeh nastar,
1018.0,ngerti aku rung nyinggung tekan vaksin bidang medis sing tak maksud bahaya covid neng awakmu karo pekerja medis sing kualahan ngurusi pasien nek babagan vaksin mbok akuo yo emoh disuntik vaksin sing ra jelas,
1019.0,aku rung nyinggung neng vaksin aku mung ngemasalahke opini publik sing menggangap corona ki ora berbahaya terutama bidang medis,
1020.0,reposted from satu konten edukatif nan inspiratif bersama arnold meka sang pakar terapi pikiran dengarkan bawah sadar tema vaksin mental,
1021.0,tadi poli khusus anak sehat vaksin kirain takut ehh kok malah ketawa ketawa liat yaa apa aneh klinik kasih ibu sehati,
1022.0,cek fakta eks menkes siti fadilah supari sarankan ri pakai vaksin covid bill gates,
1023.0,namanya pak polisi mengetahui prosedor penanganan covid mungkin cateringnya ditambah vaksin amp sovenirnya masker sama antis good job pak doakan sini semoga sakinah mawadah warohmah aamiin,
1024.0,konsep ditawarkan lebih mirip seleksi alam herd community harusnya menggunakan vaksin kelompok orang sehat dicapai kekebalan komunitas orang dibiarkan sakit menularkan mencapai kekebalan komunitas memandang,
1025.0,kl menurutku bahkan ditemukan vaksin tetep butuh beberapa waktu buat bener pulih kudu sabar kaya aku sabar nunggu notif kamu raketang seminggu mung pisan seng dinotis,
1026.0,suntik vaksin ae,
1027.0,vaksin e ndang ditokne mbah selak diwales dukhon sak piturute malah kojor tenan,
1028.0,vaksin covid berita benar,
1029.0,aku inget film the flu vaksin menangkal virus tersebut tubuh seseorang sembuh virus tersebut,
1030.0,baiknya vaksin flu yg dosisnya rendah disuntikan balita sedikit membantu mencegah epidemic semacam keyakinanku epidemic yg lebih ganas covid dikemudian hari,
1031.0,mbayangke china produksi massal vaksin covid temuannya terus disedekahke negara negara seluruh dunia termasuk amerika mesti paklik jin ping langsung dinobatke dadi wali dihujat iblis merusak peta sindikat farmasi sedunia,
1032.0,somad said vaksin tapir produk qaram then somad dead sad ending,
1033.0,vaksin pake kopi,
1034.0,mahal minta vaksin kw aja,
1035.0,aku mau pulanggg gamau vaksin moewardi,
1036.0,aja si nder tp amannya vaksin dlu soalnya pas steril kan sakit takut imunnya down rawan terkena virus terlebih musim calici panleu,
1037.0,welcome march semoga virus corona segera menemukan vaksin nya,
1038.0,iya katanya dikasih obat cacing dulu baru suntik vaksin,
1039.0,titik terang pencarian vaksin virus corona,
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,pos
,,pos
,,neg
,,neg
,,pos
,,pos
,,pos
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,neg
,,neg
,,neg
,,pos
,,neg
,,neg
,,neg
,,pos
,,pos
,,pos
,,pos
,,neg
,,pos
,,neg
,,pos
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,neg
,,pos
,,pos
,,neg
,,pos
,,neg
,,neg
