tweet,token,InSet
tanyain langsung rmh sakit nya mas khan skg kalo org yg nemenin sodara ato famili vaksin ehh disuruh daftar sekalian bawa ktp sama kk,"['tanyain', 'langsung', 'rmh', 'sakit', 'nya', 'mas', 'khan', 'skg', 'kalo', 'org', 'yg', 'nemenin', 'sodara', 'ato', 'famili', 'vaksin', 'ehh', 'disuruh', 'daftar', 'sekalian', 'bawa', 'ktp', 'sama', 'kk']",neg
aku disuruh vaksin aja tukads hbs kalo gk karna ngasih contoh anak emoh kayaknya,"['aku', 'disuruh', 'vaksin', 'aja', 'tukads', 'hbs', 'kalo', 'gk', 'karna', 'ngasih', 'contoh', 'anak', 'emoh', 'kayaknya']",neg
temen istri vaksin positif gmn dok,"['temen', 'istri', 'vaksin', 'positif', 'gmn', 'dok']",neg
vaksin sih emang perlu ngga kalo pas disuntik ngga usah pake divideoin segala kau disuntik aku ngerasa ngilu liatnya,"['vaksin', 'sih', 'emang', 'perlu', 'ngga', 'kalo', 'pas', 'disuntik', 'ngga', 'usah', 'pake', 'divideoin', 'segala', 'kau', 'disuntik', 'aku', 'ngerasa', 'ngilu', 'liatnya']",pos
gimana caranya dunia percaya sama cina ujung nya jualan vaksin anehnya yg beli,"['gimana', 'caranya', 'dunia', 'percaya', 'sama', 'cina', 'ujung', 'nya', 'jualan', 'vaksin', 'anehnya', 'yg', 'beli']",neg
cina mau jualan vaksin bodohnya sj yg mau beli vaksin cina,"['cina', 'mau', 'jualan', 'vaksin', 'bodohnya', 'sj', 'yg', 'mau', 'beli', 'vaksin', 'cina']",pos
harusnya seluruh negara dunia menuntut cina bukan malah beli vaksin cina,"['harusnya', 'seluruh', 'negara', 'dunia', 'menuntut', 'cina', 'bukan', 'malah', 'beli', 'vaksin', 'cina']",pos
my moon how your day hari vaksin kali terasa sakit bekas suntikan nya,"['my', 'moon', 'how', 'your', 'day', 'hari', 'vaksin', 'kali', 'terasa', 'sakit', 'bekas', 'suntikan', 'nya']",neg
mengecek berita tersebut valid yuukk cek klik cek hoax lalu search kata kuncinya aja misal vaksin magnet muncul tuh berita bener enggak,"['mengecek', 'berita', 'tersebut', 'valid', 'yuukk', 'cek', 'klik', 'cek', 'hoax', 'lalu', 'search', 'kata', 'kuncinya', 'aja', 'misal', 'vaksin', 'magnet', 'muncul', 'tuh', 'berita', 'bener', 'enggak']",neg
my moon how your day what you doing now besuk pagi pergi rumah sakit vaksin have a nice dream my moon,"['my', 'moon', 'how', 'your', 'day', 'what', 'you', 'doing', 'now', 'besuk', 'pagi', 'pergi', 'rumah', 'sakit', 'vaksin', 'have', 'a', 'nice', 'dream', 'my', 'moon']",neg
emang ga vaksin apapun buat mencegah kebodohan sih,"['emang', 'ga', 'vaksin', 'apapun', 'buat', 'mencegah', 'kebodohan', 'sih']",neg
efek vaksin ngantuk lemes bgt,"['efek', 'vaksin', 'ngantuk', 'lemes', 'bgt']",neg
coba dulu himbauan peserta vaksin dgn riwayat sakit asma rhinitis alergi pernafasan harap diperiksa lebih lanjut gak asal coblos skrg hidung paru ku lebih bersahabat,"['coba', 'dulu', 'himbauan', 'peserta', 'vaksin', 'dgn', 'riwayat', 'sakit', 'asma', 'rhinitis', 'alergi', 'pernafasan', 'harap', 'diperiksa', 'lebih', 'lanjut', 'gak', 'asal', 'coblos', 'skrg', 'hidung', 'paru', 'ku', 'lebih', 'bersahabat']",neg
sebenernya kalo disuruh milih mau divaksin apa pengennya vaksin pfizer tp belom tersedia indo dpt nya vaksin sinovac tp gapapa karna emang efikasinya lumayan efek sampingnya berbahaya,"['sebenernya', 'kalo', 'disuruh', 'milih', 'mau', 'divaksin', 'apa', 'pengennya', 'vaksin', 'pfizer', 'tp', 'belom', 'tersedia', 'indo', 'dpt', 'nya', 'vaksin', 'sinovac', 'tp', 'gapapa', 'karna', 'emang', 'efikasinya', 'lumayan', 'efek', 'sampingnya', 'berbahaya']",neg
pelaksanaan vaksinasi tahap ii diikuti seluruh karyawan balai rsup surakarta dgn mematuhi protokol kesehatan lindungi diri amp dgn berpartisipasi dlm program vaksinasi covid,"['pelaksanaan', 'vaksinasi', 'tahap', 'ii', 'diikuti', 'seluruh', 'karyawan', 'balai', 'rsup', 'surakarta', 'dgn', 'mematuhi', 'protokol', 'kesehatan', 'lindungi', 'diri', 'amp', 'dgn', 'berpartisipasi', 'dlm', 'program', 'vaksinasi', 'covid']",neg
tumben bgt belom kerasa efek samping nya vaksin pertama efeknya ngantuk pol sampe tidur nyenyak yg belom kerasa ngantuk cuma pegel bagian tangan nya,"['tumben', 'bgt', 'belom', 'kerasa', 'efek', 'samping', 'nya', 'vaksin', 'pertama', 'efeknya', 'ngantuk', 'pol', 'sampe', 'tidur', 'nyenyak', 'yg', 'belom', 'kerasa', 'ngantuk', 'cuma', 'pegel', 'bagian', 'tangan', 'nya']",pos
klo solo maret kemarin udeh gabung ma aku vaksin ny,"['klo', 'solo', 'maret', 'kemarin', 'udeh', 'gabung', 'ma', 'aku', 'vaksin', 'ny']",neg
semua org ngerasa kalo jarumnya lebih gede karna emang td kerasa sakit wkwk yg vaksin pertama ga kerasa malah,"['semua', 'org', 'ngerasa', 'kalo', 'jarumnya', 'lebih', 'gede', 'karna', 'emang', 'td', 'kerasa', 'sakit', 'wkwk', 'yg', 'vaksin', 'pertama', 'ga', 'kerasa', 'malah']",neg
dds sambang rumah warga binluh warga yg lansia bersedia suntik vaksin imun terjaga terhindar covid,"['dds', 'sambang', 'rumah', 'warga', 'binluh', 'warga', 'yg', 'lansia', 'bersedia', 'suntik', 'vaksin', 'imun', 'terjaga', 'terhindar', 'covid']",neg
habis vaksin jadi ngantuk puolll,"['habis', 'vaksin', 'jadi', 'ngantuk', 'puolll']",pos
mau cek sertifikat vaksin link nya dibuka lalu download apk pedulilindungi dibuka si hp nya support memang diakses aja,"['mau', 'cek', 'sertifikat', 'vaksin', 'link', 'nya', 'dibuka', 'lalu', 'download', 'apk', 'pedulilindungi', 'dibuka', 'si', 'hp', 'nya', 'support', 'memang', 'diakses', 'aja']",neg
kontak erat bund ibu hamil yg blm vaksin cm ngandelin herd imunity kuasa ilahi,"['kontak', 'erat', 'bund', 'ibu', 'hamil', 'yg', 'blm', 'vaksin', 'cm', 'ngandelin', 'herd', 'imunity', 'kuasa', 'ilahi']",pos
wes lah ra omongam vaksin sek rodok serem,"['wes', 'lah', 'ra', 'omongam', 'vaksin', 'sek', 'rodok', 'serem']",neg
lgsg vaksin,"['lgsg', 'vaksin']",neg
ketawa liat temen dulu nolak vaksin sekarang bingung cari tempat vaksin namanya pekerja luar negri mau ga mau emang vaksin lah,"['ketawa', 'liat', 'temen', 'dulu', 'nolak', 'vaksin', 'sekarang', 'bingung', 'cari', 'tempat', 'vaksin', 'namanya', 'pekerja', 'luar', 'negri', 'mau', 'ga', 'mau', 'emang', 'vaksin', 'lah']",neg
sertipikat vaksin gadein ga si,"['sertipikat', 'vaksin', 'gadein', 'ga', 'si']",pos
cina buat senjata biologis menyebar seluruh dunia trus negara malah bangga beli vaksin cina,"['cina', 'buat', 'senjata', 'biologis', 'menyebar', 'seluruh', 'dunia', 'trus', 'negara', 'malah', 'bangga', 'beli', 'vaksin', 'cina']",neg
kukira kemarin cara menghindari vaksinnya sukses tetep aja dipanggil suru vaksin,"['kukira', 'kemarin', 'cara', 'menghindari', 'vaksinnya', 'sukses', 'tetep', 'aja', 'dipanggil', 'suru', 'vaksin']",pos
pelaksanaan vaksinasi tahap i diikuti seluruh karyawan balai rsup surakarta dgn mematuhi protokol kesehatan lindungi diri amp dgn berpartisipasi dlm program vaksinasi covid,"['pelaksanaan', 'vaksinasi', 'tahap', 'i', 'diikuti', 'seluruh', 'karyawan', 'balai', 'rsup', 'surakarta', 'dgn', 'mematuhi', 'protokol', 'kesehatan', 'lindungi', 'diri', 'amp', 'dgn', 'berpartisipasi', 'dlm', 'program', 'vaksinasi', 'covid']",pos
eh seriusan vaksin ngaruh myd,"['eh', 'seriusan', 'vaksin', 'ngaruh', 'myd']",pos
yeuu sejak kapan fungsi vaksin buat mencegah biar ga kena covid plis lah judulnya misleading banget gimana masyarakat mau percaya vaksin kalau beritanya aja macam ni,"['yeuu', 'sejak', 'kapan', 'fungsi', 'vaksin', 'buat', 'mencegah', 'biar', 'ga', 'kena', 'covid', 'plis', 'lah', 'judulnya', 'misleading', 'banget', 'gimana', 'masyarakat', 'mau', 'percaya', 'vaksin', 'kalau', 'beritanya', 'aja', 'macam', 'ni']",neg
semoga bapak ndakpapa pasca vaksin bismillah,"['semoga', 'bapak', 'ndakpapa', 'pasca', 'vaksin', 'bismillah']",neg
adanya vaksin nusantara disini ketahuan mana orang yg benar nasionalis sejati mana yg sok nasionalis sebenarnya palsu,"['adanya', 'vaksin', 'nusantara', 'disini', 'ketahuan', 'mana', 'orang', 'yg', 'benar', 'nasionalis', 'sejati', 'mana', 'yg', 'sok', 'nasionalis', 'sebenarnya', 'palsu']",pos
hasil rapat warga halal bi halal kampung diadakan mantab an rumah masing silahkan dihias biasalaah umbul sdh mbladus sdh ganti lah wae tuku cak vaksin macet kemungkinan datang baru tanggal ah gua mah,"['hasil', 'rapat', 'warga', 'halal', 'bi', 'halal', 'kampung', 'diadakan', 'mantab', 'an', 'rumah', 'masing', 'silahkan', 'dihias', 'biasalaah', 'umbul', 'sdh', 'mbladus', 'sdh', 'ganti', 'lah', 'wae', 'tuku', 'cak', 'vaksin', 'macet', 'kemungkinan', 'datang', 'baru', 'tanggal', 'ah', 'gua', 'mah']",neg
sampaikan bukannya butuh hari vaksin kedua baru lebih efektif,"['sampaikan', 'bukannya', 'butuh', 'hari', 'vaksin', 'kedua', 'baru', 'lebih', 'efektif']",neg
min sesuk ki vaksin nganggo sinovac opo astrazeneca,"['min', 'sesuk', 'ki', 'vaksin', 'nganggo', 'sinovac', 'opo', 'astrazeneca']",neg
pak said didu kapan vaksin nya pak mau divaksin pak gak malu kagak punya malu maap nanya satu sisi bapak terus nyinyir dgn program pemerintah sisi mau ikut program pemerintah vaksinasi covid,"['pak', 'said', 'didu', 'kapan', 'vaksin', 'nya', 'pak', 'mau', 'divaksin', 'pak', 'gak', 'malu', 'kagak', 'punya', 'malu', 'maap', 'nanya', 'satu', 'sisi', 'bapak', 'terus', 'nyinyir', 'dgn', 'program', 'pemerintah', 'sisi', 'mau', 'ikut', 'program', 'pemerintah', 'vaksinasi', 'covid']",neg
vaksin aestrazeneca jarak vaksin lama bgt padahal vaksin jenis merupakan vaksin masa kadaluarsanya ga lama cuma bulan masa produksi,"['vaksin', 'aestrazeneca', 'jarak', 'vaksin', 'lama', 'bgt', 'padahal', 'vaksin', 'jenis', 'merupakan', 'vaksin', 'masa', 'kadaluarsanya', 'ga', 'lama', 'cuma', 'bulan', 'masa', 'produksi']",neg
meskipun menerima vaksin diharapkan masyarakat tetap menerapkan prokes dimanapun berada bangkit indonesia sehat,"['meskipun', 'menerima', 'vaksin', 'diharapkan', 'masyarakat', 'tetap', 'menerapkan', 'prokes', 'dimanapun', 'berada', 'bangkit', 'indonesia', 'sehat']",neg
respon tubuh vaksin pak artinya vaksin tersebut mulai bekerja jadi ga perlu khawatir memang merasakan demam lemas adapula merasakan sama sekali bergantung imunitas tubuh sendiri,"['respon', 'tubuh', 'vaksin', 'pak', 'artinya', 'vaksin', 'tersebut', 'mulai', 'bekerja', 'jadi', 'ga', 'perlu', 'khawatir', 'memang', 'merasakan', 'demam', 'lemas', 'adapula', 'merasakan', 'sama', 'sekali', 'bergantung', 'imunitas', 'tubuh', 'sendiri']",pos
vaksin berapa,"['vaksin', 'berapa']",pos
aku malah sama sekali ngga mengikuti berita perihal vaksin vaksin nih masjon,"['aku', 'malah', 'sama', 'sekali', 'ngga', 'mengikuti', 'berita', 'perihal', 'vaksin', 'vaksin', 'nih', 'masjon']",neg
kompensasi utk ijin halal produk makanan umkm aja gedee gmn dg yg vaksin,"['kompensasi', 'utk', 'ijin', 'halal', 'produk', 'makanan', 'umkm', 'aja', 'gedee', 'gmn', 'dg', 'yg', 'vaksin']",neg
kedua penggunaan vaksin covid produk astrazeneca hukumnya dibolehkan yok ngasih info jangan setengah setengah,"['kedua', 'penggunaan', 'vaksin', 'covid', 'produk', 'astrazeneca', 'hukumnya', 'dibolehkan', 'yok', 'ngasih', 'info', 'jangan', 'setengah', 'setengah']",pos
vaksin kapan pak,"['vaksin', 'kapan', 'pak']",neg
yg nyinyir soal vaksin disuntik mati sajah,"['yg', 'nyinyir', 'soal', 'vaksin', 'disuntik', 'mati', 'sajah']",neg
bganinkamtibmas memberikan sosialisasi ptotokol kesehatan kpd warga subtik vaksin covid dibpiskesmas penumping lwy solo,"['bganinkamtibmas', 'memberikan', 'sosialisasi', 'ptotokol', 'kesehatan', 'kpd', 'warga', 'subtik', 'vaksin', 'covid', 'dibpiskesmas', 'penumping', 'lwy', 'solo']",neg
hmm mau jga vaksin,"['hmm', 'mau', 'jga', 'vaksin']",pos
senang dah vaksin apa rasanya isni,"['senang', 'dah', 'vaksin', 'apa', 'rasanya', 'isni']",pos
gusti corone ben aku wani suntik vaksin pie sedih banget,"['gusti', 'corone', 'ben', 'aku', 'wani', 'suntik', 'vaksin', 'pie', 'sedih', 'banget']",neg
oalah kupikir kalo punya sertifikat vaksin bebas naik kereta test genose sejenisnya baiklah naik moda aja kalo gt ribet,"['oalah', 'kupikir', 'kalo', 'punya', 'sertifikat', 'vaksin', 'bebas', 'naik', 'kereta', 'test', 'genose', 'sejenisnya', 'baiklah', 'naik', 'moda', 'aja', 'kalo', 'gt', 'ribet']",pos
ampun vaksin ternyata gak berasa mungkin terdistraksi dokternya ganteng,"['ampun', 'vaksin', 'ternyata', 'gak', 'berasa', 'mungkin', 'terdistraksi', 'dokternya', 'ganteng']",neg
vaksin kedua lebih nyuuut,"['vaksin', 'kedua', 'lebih', 'nyuuut']",neg
kalok jaman sekarang kan babi ternak udah vaksin buat babi makanan babi sediakan jadi makanan terkontrol jadi aman aman aja masa iya ga makan babi,"['kalok', 'jaman', 'sekarang', 'kan', 'babi', 'ternak', 'udah', 'vaksin', 'buat', 'babi', 'makanan', 'babi', 'sediakan', 'jadi', 'makanan', 'terkontrol', 'jadi', 'aman', 'aman', 'aja', 'masa', 'iya', 'ga', 'makan', 'babi']",pos
kok uwis vaksin,"['kok', 'uwis', 'vaksin']",neg
tanggal kemaren vaksin bsk tgl semoga lbh banyak warga indonesia menerima vaksin membuat indonesia menjadi kuat segera aktivitas bergerak spt biasanya normal aamiin,"['tanggal', 'kemaren', 'vaksin', 'bsk', 'tgl', 'semoga', 'lbh', 'banyak', 'warga', 'indonesia', 'menerima', 'vaksin', 'membuat', 'indonesia', 'menjadi', 'kuat', 'segera', 'aktivitas', 'bergerak', 'spt', 'biasanya', 'normal', 'aamiin']",neg
alhamdulillah vaksin pertama,"['alhamdulillah', 'vaksin', 'pertama']",pos
males vaksin mesti pekso keluarga,"['males', 'vaksin', 'mesti', 'pekso', 'keluarga']",pos
kalo gak reaksi buruk udah pulang trus dapet kartu vaksin pertama dapet nomer hp dokter yg dihubungi kalo dlm jngka waktu minggu reaksi gak baik stl divaksin tp aku dah seminggu baik aja puji tuhan,"['kalo', 'gak', 'reaksi', 'buruk', 'udah', 'pulang', 'trus', 'dapet', 'kartu', 'vaksin', 'pertama', 'dapet', 'nomer', 'hp', 'dokter', 'yg', 'dihubungi', 'kalo', 'dlm', 'jngka', 'waktu', 'minggu', 'reaksi', 'gak', 'baik', 'stl', 'divaksin', 'tp', 'aku', 'dah', 'seminggu', 'baik', 'aja', 'puji', 'tuhan']",neg
sebelom nya ditanyain apa punya penyakit berat misal jantung ato sakit hipertensi yg gitu gak sihh trus tensi jg trus cek suhu badan baru stl suntik vaksin jg nunggu menit reaksinya,"['sebelom', 'nya', 'ditanyain', 'apa', 'punya', 'penyakit', 'berat', 'misal', 'jantung', 'ato', 'sakit', 'hipertensi', 'yg', 'gitu', 'gak', 'sihh', 'trus', 'tensi', 'jg', 'trus', 'cek', 'suhu', 'badan', 'baru', 'stl', 'suntik', 'vaksin', 'jg', 'nunggu', 'menit', 'reaksinya']",pos
aku dapet vaksin krn pas kerjaan woro suruh vaksin kok mas makanya aku dapet aku nunggu vaksin yg,"['aku', 'dapet', 'vaksin', 'krn', 'pas', 'kerjaan', 'woro', 'suruh', 'vaksin', 'kok', 'mas', 'makanya', 'aku', 'dapet', 'aku', 'nunggu', 'vaksin', 'yg']",neg
gratis kok mas sama lah yaa aku pikir stl menghubungi rmh sakit yg nyediain suntik vaksin km disuruh ngumpulin fotokopi ektp sekalian jg ektp asli sama disuruh ngasih nomer hp yg dihubungi dah tinggal nunggu panggil bwt suntik,"['gratis', 'kok', 'mas', 'sama', 'lah', 'yaa', 'aku', 'pikir', 'stl', 'menghubungi', 'rmh', 'sakit', 'yg', 'nyediain', 'suntik', 'vaksin', 'km', 'disuruh', 'ngumpulin', 'fotokopi', 'ektp', 'sekalian', 'jg', 'ektp', 'asli', 'sama', 'disuruh', 'ngasih', 'nomer', 'hp', 'yg', 'dihubungi', 'dah', 'tinggal', 'nunggu', 'panggil', 'bwt', 'suntik']",pos
selamat malam mohon info min vaksin utk lansia area kecamatan colomadu desa paulan kapan yaa cara pendaftaran bagaimana,"['selamat', 'malam', 'mohon', 'info', 'min', 'vaksin', 'utk', 'lansia', 'area', 'kecamatan', 'colomadu', 'desa', 'paulan', 'kapan', 'yaa', 'cara', 'pendaftaran', 'bagaimana']",neg
ga lama kena lu klo vaksin wkwk,"['ga', 'lama', 'kena', 'lu', 'klo', 'vaksin', 'wkwk']",pos
rakyat antri divaksin covid pak terawan merilis vaksin nusantara eeeh pak didu jualan masa lalu,"['rakyat', 'antri', 'divaksin', 'covid', 'pak', 'terawan', 'merilis', 'vaksin', 'nusantara', 'eeeh', 'pak', 'didu', 'jualan', 'masa', 'lalu']",neg
vaksin pfizer,"['vaksin', 'pfizer']",pos
bismillah vaksin,"['bismillah', 'vaksin']",neg
puji tuhan udah vaksin kurang sekali hari udah selesai,"['puji', 'tuhan', 'udah', 'vaksin', 'kurang', 'sekali', 'hari', 'udah', 'selesai']",pos
abis vaksin,"['abis', 'vaksin']",pos
setuju koruptor kalau hidup divaksin cangkemu yo tetep vaksin,"['setuju', 'koruptor', 'kalau', 'hidup', 'divaksin', 'cangkemu', 'yo', 'tetep', 'vaksin']",neg
kamu merokok iya sehari sebungkus yook vaksin gak zat kimia gak tau baik buruknya zat kimia masuk kedalam tubuh merubah sel bayangkan kalau jadi sel kangker hih ngerii bro okey fine sama temenku,"['kamu', 'merokok', 'iya', 'sehari', 'sebungkus', 'yook', 'vaksin', 'gak', 'zat', 'kimia', 'gak', 'tau', 'baik', 'buruknya', 'zat', 'kimia', 'masuk', 'kedalam', 'tubuh', 'merubah', 'sel', 'bayangkan', 'kalau', 'jadi', 'sel', 'kangker', 'hih', 'ngerii', 'bro', 'okey', 'fine', 'sama', 'temenku']",neg
sedikit mengurangi rasa takut vaksin walaupun takut sih wkwk makasih boriel v,"['sedikit', 'mengurangi', 'rasa', 'takut', 'vaksin', 'walaupun', 'takut', 'sih', 'wkwk', 'makasih', 'boriel', 'v']",neg
takut vaksin bund,"['takut', 'vaksin', 'bund']",neg
padahal dulu ga mikir bakal kena vaksin duluan wkwk,"['padahal', 'dulu', 'ga', 'mikir', 'bakal', 'kena', 'vaksin', 'duluan', 'wkwk']",neg
lolos gasido donor darah malah ketemu neh suntik vaksin,"['lolos', 'gasido', 'donor', 'darah', 'malah', 'ketemu', 'neh', 'suntik', 'vaksin']",neg
nih orang kra besok vaksin aku kra gak anjim kalo gada adminnya sama aja,"['nih', 'orang', 'kra', 'besok', 'vaksin', 'aku', 'kra', 'gak', 'anjim', 'kalo', 'gada', 'adminnya', 'sama', 'aja']",pos
berani vaksin alhamdulillah rumah sakit jih solo,"['berani', 'vaksin', 'alhamdulillah', 'rumah', 'sakit', 'jih', 'solo']",pos
kalo besok vaksin ngelabrak admin nih mau ngurus nilai astaga ribet bener admin homebased satu,"['kalo', 'besok', 'vaksin', 'ngelabrak', 'admin', 'nih', 'mau', 'ngurus', 'nilai', 'astaga', 'ribet', 'bener', 'admin', 'homebased', 'satu']",pos
kok kesannya malah gak bener tu vaksin,"['kok', 'kesannya', 'malah', 'gak', 'bener', 'tu', 'vaksin']",pos
besok vaksin dosis gakk skip aja gajadi diskusinya,"['besok', 'vaksin', 'dosis', 'gakk', 'skip', 'aja', 'gajadi', 'diskusinya']",pos
komandan lanud adi soemarmo kolonel nav i nyoman suadnyana s t m m melaksanakan vaksinasi sinovac tahap pertama bertempat rsau dr siswanto lanud adi soemarmo penyuntikan vaksin covid sinovac dilaksanakan mengikuti prokes,"['komandan', 'lanud', 'adi', 'soemarmo', 'kolonel', 'nav', 'i', 'nyoman', 'suadnyana', 's', 't', 'm', 'm', 'melaksanakan', 'vaksinasi', 'sinovac', 'tahap', 'pertama', 'bertempat', 'rsau', 'dr', 'siswanto', 'lanud', 'adi', 'soemarmo', 'penyuntikan', 'vaksin', 'covid', 'sinovac', 'dilaksanakan', 'mengikuti', 'prokes']",neg
tujokno wis tak vaksin komplit,"['tujokno', 'wis', 'tak', 'vaksin', 'komplit']",pos
vaksin sakit hati opo opo mas,"['vaksin', 'sakit', 'hati', 'opo', 'opo', 'mas']",neg
kemaren jg barusan dikabari sama vet langganan klo vaksin kucing hampir seindo kosong untung bgt majikan udah vaksin awal januari dok pdhl jadwal harusnya tgl besok tp ditawari vet langganan awal januari kemaren krn solo mau psbb sujud syukur,"['kemaren', 'jg', 'barusan', 'dikabari', 'sama', 'vet', 'langganan', 'klo', 'vaksin', 'kucing', 'hampir', 'seindo', 'kosong', 'untung', 'bgt', 'majikan', 'udah', 'vaksin', 'awal', 'januari', 'dok', 'pdhl', 'jadwal', 'harusnya', 'tgl', 'besok', 'tp', 'ditawari', 'vet', 'langganan', 'awal', 'januari', 'kemaren', 'krn', 'solo', 'mau', 'psbb', 'sujud', 'syukur']",neg
aku percoyo virus corona kui ono nek do ngomongke vaksin karo psbb ora wae lah sek penting nganggo masker cuci tangan wes beres,"['aku', 'percoyo', 'virus', 'corona', 'kui', 'ono', 'nek', 'do', 'ngomongke', 'vaksin', 'karo', 'psbb', 'ora', 'wae', 'lah', 'sek', 'penting', 'nganggo', 'masker', 'cuci', 'tangan', 'wes', 'beres']",pos
yg kayak aku ga memar sampe sekarang bekas vaksin km pukulin kemaren wkwk,"['yg', 'kayak', 'aku', 'ga', 'memar', 'sampe', 'sekarang', 'bekas', 'vaksin', 'km', 'pukulin', 'kemaren', 'wkwk']",neg
jangan jangan selama vaksin online,"['jangan', 'jangan', 'selama', 'vaksin', 'online']",neg
sejauh aman yaa sakit kemeng biasa kalo abis disuntik lah kalo ngantuk ga vaksin kayaknya emang aku ngantukan,"['sejauh', 'aman', 'yaa', 'sakit', 'kemeng', 'biasa', 'kalo', 'abis', 'disuntik', 'lah', 'kalo', 'ngantuk', 'ga', 'vaksin', 'kayaknya', 'emang', 'aku', 'ngantukan']",neg
ga testimoni abis vaksin,"['ga', 'testimoni', 'abis', 'vaksin']",neg
habis vaksin mau beli eskrim biar kaya pas kecil,"['habis', 'vaksin', 'mau', 'beli', 'eskrim', 'biar', 'kaya', 'pas', 'kecil']",pos
bentar isi story wa ig twitku vaksin aku post,"['bentar', 'isi', 'story', 'wa', 'ig', 'twitku', 'vaksin', 'aku', 'post']",pos
kaget aja tiba tiba hari jadwal vaksin,"['kaget', 'aja', 'tiba', 'tiba', 'hari', 'jadwal', 'vaksin']",neg
pantaskah penolak vaksin diberi hukuman malam yaa acara free terbuka utk umum tersedia doorprize tuhh ragu pingin nanya soal vaksin disini tempatnya cari info orang yg kompeten dibidangnya yaa mau join zoom pm aja,"['pantaskah', 'penolak', 'vaksin', 'diberi', 'hukuman', 'malam', 'yaa', 'acara', 'free', 'terbuka', 'utk', 'umum', 'tersedia', 'doorprize', 'tuhh', 'ragu', 'pingin', 'nanya', 'soal', 'vaksin', 'disini', 'tempatnya', 'cari', 'info', 'orang', 'yg', 'kompeten', 'dibidangnya', 'yaa', 'mau', 'join', 'zoom', 'pm', 'aja']",pos
dah lah walaupun njarem habis vaksin ak ttp ngerjain tugas rumah uts,"['dah', 'lah', 'walaupun', 'njarem', 'habis', 'vaksin', 'ak', 'ttp', 'ngerjain', 'tugas', 'rumah', 'uts']",pos
wuhan sedang memperingatin th covid terbebas covid masker vaksin,"['wuhan', 'sedang', 'memperingatin', 'th', 'covid', 'terbebas', 'covid', 'masker', 'vaksin']",neg
gilirin gini aja percaya sama who klo soal vaksin percaya sama akun telurrr ra mashok,"['gilirin', 'gini', 'aja', 'percaya', 'sama', 'who', 'klo', 'soal', 'vaksin', 'percaya', 'sama', 'akun', 'telurrr', 'ra', 'mashok']",neg
kayaknya lg mau doktrin deh lagian pemerintah jg lg vaksin biar jadi titan wkwk,"['kayaknya', 'lg', 'mau', 'doktrin', 'deh', 'lagian', 'pemerintah', 'jg', 'lg', 'vaksin', 'biar', 'jadi', 'titan', 'wkwk']",pos
efikasi vaksin sebesar menunjukkan harapan vaksin mampu menurunkan penyakit covid hingga jangan ragu melakukan vaksinasi covid,"['efikasi', 'vaksin', 'sebesar', 'menunjukkan', 'harapan', 'vaksin', 'mampu', 'menurunkan', 'penyakit', 'covid', 'hingga', 'jangan', 'ragu', 'melakukan', 'vaksinasi', 'covid']",neg
laah yg bermasalah palestina x israel kok mbah dayat mau nkri nunda vaksin tuh benang merahnya kok gak gathuk yaa nyambung,"['laah', 'yg', 'bermasalah', 'palestina', 'x', 'israel', 'kok', 'mbah', 'dayat', 'mau', 'nkri', 'nunda', 'vaksin', 'tuh', 'benang', 'merahnya', 'kok', 'gak', 'gathuk', 'yaa', 'nyambung']",neg
siap vaksin indonesia lebih sehat jaga diri jaga keluarga jaga negara tetap terapkan m jangan remehkan protokol kesehatan selalu jaga kebugaran,"['siap', 'vaksin', 'indonesia', 'lebih', 'sehat', 'jaga', 'diri', 'jaga', 'keluarga', 'jaga', 'negara', 'tetap', 'terapkan', 'm', 'jangan', 'remehkan', 'protokol', 'kesehatan', 'selalu', 'jaga', 'kebugaran']",pos
rekan guruku pernah bilang semua anakku ngga pernah ikut suntik vaksin apa vaksin malah cuma buat anak jadi lemah bilang gitu pas lg sosialisasi vaksin puskesmas malu,"['rekan', 'guruku', 'pernah', 'bilang', 'semua', 'anakku', 'ngga', 'pernah', 'ikut', 'suntik', 'vaksin', 'apa', 'vaksin', 'malah', 'cuma', 'buat', 'anak', 'jadi', 'lemah', 'bilang', 'gitu', 'pas', 'lg', 'sosialisasi', 'vaksin', 'puskesmas', 'malu']",pos
kamu jauh realita generasi lahir an bawah banyak kaki tangannya tumbuh sempurna virus polio setelahnya berkurang vaksin sekarang mendampingi penyandang disabilitas akibat polio jadi tahu bagaimana akibat ketiadaan vaksin,"['kamu', 'jauh', 'realita', 'generasi', 'lahir', 'an', 'bawah', 'banyak', 'kaki', 'tangannya', 'tumbuh', 'sempurna', 'virus', 'polio', 'setelahnya', 'berkurang', 'vaksin', 'sekarang', 'mendampingi', 'penyandang', 'disabilitas', 'akibat', 'polio', 'jadi', 'tahu', 'bagaimana', 'akibat', 'ketiadaan', 'vaksin']",neg
aku wedi vaksin emang wedi suntik blok ra mergo teori konspirasi,"['aku', 'wedi', 'vaksin', 'emang', 'wedi', 'suntik', 'blok', 'ra', 'mergo', 'teori', 'konspirasi']",neg
yak abis vaksin kasus tambah naik,"['yak', 'abis', 'vaksin', 'kasus', 'tambah', 'naik']",pos
kementerian atrbpn siap vaksin,"['kementerian', 'atrbpn', 'siap', 'vaksin']",pos
